,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,Pi7,Pi8,Pi9,Pi10,Pi11,Pi12,Pi13,Pi14,Pi15,Pi16,Pi17,Pi18,Pi19,Pi20,Pi21,Pi22,Pi23,Pi24,Pi25,Pi26,Pi27,Pi28,Pi29,Pi30,Pi31,Pi32,Pi33,Pi34,Pi35,Pi36,Pi37,Pi38,Pi39,Pi40,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,B7cs,B8cs,B9cs,B10cs,B11cs,B12cs,B13cs,B14cs,B15cs,B16cs,B17cs,B18cs,B19cs,B20cs,B21cs,B22cs,B23cs,B24cs,B25cs,B26cs,B27cs,B28cs,B29cs,B30cs,B31cs,B32cs,B33cs,B34cs,B35cs,B36cs,B37cs,B38cs,B39cs,B40cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,Pf17,Pf78,Pf89,Pf9x10,Pf10x11,Pf11x12,Pf12x13,Pf13x14,Pf14x15,Pf15x16,Pf16x17,Pf17x18,Pf18x19,Pf19x20,Pf3x21,Pf21x22,Pf22x23,Pf23x24,Pf24x25,Pf25x26,Pf26x27,Pf27x28,Pf28x29,Pf29x30,Pf6x31,Pf31x32,Pf32x33,Pf33x34,Pf34x35,Pf35x36,Pf36x37,Pf37x38,Pf38x39,Pf39x40,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,Buy Price,Optimal Cost
0,0.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7098765432124589,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7138334909222315,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7098765432124589,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7138334909222315,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7098765432124589,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7138334909222315,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7098765432124589,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7138334909222315,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
1,1.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.679012345684177,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6869262411037222,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.679012345684177,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6869262411037222,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.679012345684177,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6869262411037222,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.679012345684177,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6869262411037222,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
2,2.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6481481481558952,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.660018991285213,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6481481481558952,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.660018991285213,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6481481481558952,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.660018991285213,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6481481481558952,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.660018991285213,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
3,3.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6172839506276133,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6331117414667037,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6172839506276133,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6331117414667037,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6172839506276133,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6331117414667037,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6172839506276133,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6331117414667037,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
4,4.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5864197530993314,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6062044916481945,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5864197530993314,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6062044916481945,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5864197530993314,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6062044916481945,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5864197530993314,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.6062044916481945,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
5,5.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5555555555710494,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5792972418296852,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5555555555710494,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5792972418296852,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5555555555710494,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5792972418296852,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5555555555710494,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5792972418296852,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
6,6.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5246913580427676,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.552389992011176,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5246913580427676,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.552389992011176,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5246913580427676,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.552389992011176,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5246913580427676,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.552389992011176,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
7,7.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4938271605144856,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5254827421926667,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4938271605144856,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5254827421926667,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4938271605144856,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5254827421926667,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4938271605144856,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5254827421926667,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
8,8.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.46296296298620365,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.49857549237415744,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.46296296298620365,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.49857549237415744,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.46296296298620365,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.49857549237415744,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.46296296298620365,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.49857549237415744,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
9,9.0,0.0,0.0,0.0,0.0,4999.99999958167,0.0,0.0,0.0,4358.974470598497,0.0,0.0,0.0,0.0,0.0,512.8204642433562,0.0,0.0,128.2050655764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4320987654579217,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.47166824255564815,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4320987654579217,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.47166824255564815,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4320987654579217,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.47166824255564815,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.4320987654579217,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.47166824255564815,0.7407407407407407,-10000.0,1.5881867761018131e-22,2.117582368135751e-22,-4999.99999958167,-4999.99999958167,6.617444900424222e-24,-5000.000000418331,-5000.000000418331,-5000.000000418331,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-641.0255298198347,-128.2050655764784,-128.2050655764784,-128.2050655764784,-1.0587911840678754e-22,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.522012327097571e-22,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,4.632211430296955e-23,-5.293955920339377e-23,5.293955920339377e-23,-2.6469779601696886e-23,0.0,1.5881867761018131e-22,1.0587911840678754e-22,1.3234889800848443e-22,1.0587911840678754e-22,1.5881867761018131e-22,1.7205356741102976e-22,1.7205356741102976e-22,1.5881867761018131e-22,0.0,11846.500004789947,11846.500004789947,11846.500004789947,11846.647726824998,11846.79544701805,11846.79544701805,11846.647726825024,11846.7954470181,11846.943165369245,11846.962103482898,11846.981041566278,11846.999979619384,11847.018917642217,11847.037855634777,11847.056793597063,11847.060581184694,11847.064368771114,11847.068156356323,11847.068156356323,11847.068156356323,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.500004789947,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,11846.79544701805,0.01,100.0
