,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,V1,V2,V3,V4,V5,V6,Sell Price
0,0.0,-1000.0,442.8037975698774,-1000.0,2542.5802279100767,641.0791962132597,-626.463221684342,0.7469135802469137,0.738007383965618,0.7469135802469137,0.7250458010622834,0.73678346175177,0.7446077976647182,-956.3045122234,571.6718382932747,1007.2762730892522,-2535.337602916895,1.3617182295161691e-05,633.821152226942,118.74874179530254,117.0516697495689,114.0,126.0,125.99999996221096,124.22691006347335,-61.14392404851374
1,1.0,-999.9999999973985,442.81778907263885,-999.9999999979962,2528.2285617358248,642.8915314360711,-613.9378822491402,0.7530864197530703,0.7352739408231944,0.7530864197530741,0.7094394519157661,0.7328149955083374,0.7483975376786018,-913.0316136259,586.1028354086573,1014.4982638912961,-2513.6846149787557,1.6920910910702549e-10,628.4076999576403,118.81254466389548,117.07326246724355,114.00000000000084,125.99999999998131,125.99999999998084,124.24216116127741,-61.14364421836302
2,2.0,-1000.0,442.8659186329917,-1000.0,2513.812717576189,644.6371622114026,-601.3157984203256,0.7592592592592432,0.7325402005847191,0.759259259259247,0.693922089461592,0.7288357537662918,0.7521093635947766,-869.9641413649,600.4924672434141,1021.7344759061058,-2492.058771136566,2.2310322985939682e-05,623.0334298360256,118.87623336985672,117.09489371076027,114.0,126.0,125.99999993802783,124.25729992035791,-61.14268162733759
3,3.0,-999.999999997796,442.84672952326713,-999.9999999984162,2499.3339278620483,646.4746576531568,-588.65531504226,0.7654320987654025,0.7298065787975384,0.7654320987654101,0.678494102252567,0.7248451694597908,0.7557430383789882,-826.7728192096,614.896447405049,1028.874828240016,-2470.514438635145,2.0521403205874263e-05,617.59493690946,118.93964811176997,117.11623448424275,114.00000000000054,125.99999999998509,125.99999994298119,124.2726177796003,-61.14306540938316
4,4.0,-1000.0,442.93621094295077,-1000.0,2485.0029211437572,648.2428705955291,-576.1820026621111,0.7716049382715754,0.7270724046559153,0.7716049382715829,0.663154578047976,0.7208436702585839,0.7592997174077667,-783.6555861100001,629.2524892760129,1036.0675400889636,-2448.9656849521753,0.04026575358206697,612.1843846051112,119.00304206428677,117.13772781670814,114.0,126.0,125.99988815076756,124.28774173180173,-61.14127578093973
5,5.0,-1000.0,442.8551181758696,-1000.0,2470.5666266936396,650.1189812141648,-563.5407260790064,0.7777777777777483,0.7243387310869285,0.7777777777777558,0.6479041667720893,0.7168305901276322,0.7627783638650446,-740.314131283,643.6763698583449,1043.2981977692145,-2427.3111466657983,0.03858700084145986,606.8451192990063,119.06671322136648,117.15933056499722,114.0,126.0,125.9998928139069,124.30278116604416,-61.14289763643593
6,6.0,-999.9999999964534,442.9123116290488,-999.999999996758,2456.2985889932716,651.8744884982019,-551.0853891273109,0.7839506172838991,0.7216047044719344,0.7839506172839086,0.6327418298029951,0.7128066735319644,0.7661801255263242,-697.438190593,658.0065554057092,1050.469082649758,-2405.8100762191625,1.1535108951084425e-05,601.4763117753109,119.12989946541131,117.18075079916076,114.00000000000081,125.99999999996999,125.99999996792802,124.31800583051167,-61.141753767147506
7,7.0,-1000.0,442.7922217597707,-1000.0,2441.8665368290463,653.6804604463088,-538.339219031195,0.7901234567900721,0.7188714191524297,0.7901234567900816,0.6176685795756552,0.7087716089613081,0.7695032071252822,-654.0340374489999,672.4857878031025,1057.6023822568732,-2384.1975442321595,1.5912886336671764e-05,596.020401953195,119.19337951011352,117.20205487780399,114.0,126.0,125.99999995581526,124.33336522228535,-61.144155564765285
8,8.0,-1000.0,442.84356684173105,-1000.0,2427.6346092419076,655.5206213391083,-525.9987974014512,0.796296296296245,0.7161378168879745,0.7962962962962544,0.6026831807531744,0.704725185372795,0.7727501132820813,-611.513963875,686.6453008415929,1064.721262418324,-2362.919151061564,1.4200342884971504e-05,590.8179447724511,119.25584511578974,117.22331203174613,114.0,126.0,125.99999996065115,124.34800934773108,-61.14312866295242
9,9.0,-600.000000008427,-357.1966785622231,-600.0000000069301,2413.2130346340114,657.2766911135794,-513.2930471700105,0.8000000000000007,0.7183427346568771,0.8000000000000008,0.5877868039961743,0.7006679218474026,0.7759185888818962,-568.3521399609999,1101.0545071561532,671.9664839589301,-2341.26472317358,0.00016527843089513203,585.2871246660105,119.3193810484307,116.04471784088784,114.0000000000001,126.0,125.99999954090168,124.36357544329809,-45.14393357185874
10,10.0,7.008747121413086e-11,-1000.0,1.191367797285084e-10,1180.8736395525596,519.7532076346928,299.37315281267996,0.8000000000000003,0.72451557416305,0.8000000000000002,0.5804974605421462,0.6974595687138552,0.7740706064571267,-525.638118952,1158.1470263890026,79.03831963488086,-1762.8779744419323,-661.0753319823727,-220.34191065467994,117.7970171041779,114.30413080973757,114.06185820170204,122.92335750682791,124.79144423052009,125.40791000011669,-9.999999999991216
11,11.0,2.635481826397668e-10,-999.9999999983306,1.1667338073119968e-10,1174.5466839385774,521.5541436032893,303.8991724560836,0.7999999999999986,0.7306884136692126,0.7999999999999995,0.5732471723696858,0.6942400986916126,0.7721946856394964,-482.5244549739999,1172.3894403862137,86.22145643088332,-1741.2088365539503,-652.9401404223728,-217.62399912008354,117.85357131362781,114.31881587519165,114.0545336389762,122.91586739296127,124.76124620754494,125.37027301016676,-9.999999999951404
12,12.0,-2.093511413457766e-10,-999.9999999996876,-6.550810024405529e-11,1168.2873592546416,523.3451483072599,308.36749243806105,0.8,0.7368612531753834,0.7999999999999998,0.5660355220039164,0.6910095730847777,0.7702911825997554,-439.673944909,1186.6788825217532,93.32484140106551,-1719.7243112959625,-644.871232662321,-214.947641199061,117.9676467274578,114.39270281206322,114.10680552740169,122.96411139971495,124.78614728881215,125.38758273459332,-10.000000000004746
13,13.0,7.65652046570376e-11,-999.9999999986381,1.4257106672403637e-11,1162.108271425559,525.1198930763746,312.77183549661356,0.7999999999999995,0.7430340926815477,0.7999999999999997,0.5588620141556105,0.6877680922633187,0.7683604922571836,-397.05330198699994,1200.9470330216238,100.53990622498576,-1698.5128166825473,-636.9176660089881,-212.30992127361358,118.50109803094551,114.89929204057184,114.59262357179507,123.41583855493413,125.20907144621691,125.80114672496187,-9.999999999969127
